id,titulo,catalogo,sjr,q,total citas,url,subjects,publisher,issn,widget
HighVoltage,High Voltage,journal,1.284,Q1,293,https://www.scimagojr.com/journalsearch.php?q=21100931381&tip=sid&clean=0,"[{'Energy': ['Energy Engineering and Power Technology']}, {'Engineering': ['Electrical and Electronic Engineering']}]",John Wiley & Sons Inc.,['23977264'],"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100931381&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100931381"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Pulmonology,Pulmonology,journal,1.284,Q1,146,https://www.scimagojr.com/journalsearch.php?q=21100868271&tip=sid&clean=0,[{'Medicine': ['Pulmonary and Respiratory Medicine']}],Elsevier Espana S.L.U,"['25310429', '25310437']","<a href=""https://www.scimagojr.com/journalsearch.php?q=21100868271&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100868271"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
RemoteSensinginEcologyandConservation,Remote Sensing in Ecology and Conservation,journal,1.284,Q1,146,https://www.scimagojr.com/journalsearch.php?q=21100820782&tip=sid&clean=0,"[{'Agricultural and Biological Sciences': ['Ecology, Evolution, Behavior and Systematics']}, {'Earth and Planetary Sciences': ['Computers in Earth Sciences']}, {'Environmental Science': ['Ecology', 'Nature and Landscape Conservation']}]",Wiley-Blackwell Publishing Ltd,['20563485'],"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100820782&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100820782"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
AmericanJournalofOrthodonticsandDentofacialOrthopedics,American Journal of Orthodontics and Dentofacial Orthopedics,journal,1.283,Q1,644,https://www.scimagojr.com/journalsearch.php?q=23807&tip=sid&clean=0,[{'Dentistry': ['Orthodontics']}],Elsevier Inc.,"['08895406', '10976752']","<a href=""https://www.scimagojr.com/journalsearch.php?q=23807&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=23807"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
CaseStudiesinChemicalandEnvironmentalEngineering,Case Studies in Chemical and Environmental Engineering,journal,1.283,Q1,249,https://www.scimagojr.com/journalsearch.php?q=21101055712&tip=sid&clean=0,"[{'Chemical Engineering': ['Chemical Engineering (miscellaneous)']}, {'Engineering': ['Engineering (miscellaneous)']}, {'Environmental Science': ['Environmental Chemistry', 'Environmental Engineering', 'Environmental Science (miscellaneous)']}]",Elsevier Ltd,['26660164'],"<a href=""https://www.scimagojr.com/journalsearch.php?q=21101055712&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101055712"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
IEEEJournalofSelectedTopicsinQuantumElectronics,IEEE Journal of Selected Topics in Quantum Electronics,journal,1.283,Q1,528,https://www.scimagojr.com/journalsearch.php?q=26023&tip=sid&clean=0,"[{'Engineering': ['Electrical and Electronic Engineering']}, {'Physics and Astronomy': ['Atomic and Molecular Physics, and Optics']}]",Institute of Electrical and Electronics Engineers Inc.,"['1077260X', '15584542']","<a href=""https://www.scimagojr.com/journalsearch.php?q=26023&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=26023"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
InternationalJournalofMentalHealthSystems,International Journal of Mental Health Systems,journal,1.283,Q1,227,https://www.scimagojr.com/journalsearch.php?q=19700166518&tip=sid&clean=0,"[{'Medicine': ['Health Policy', 'Psychiatry and Mental Health', 'Public Health, Environmental and Occupational Health']}]",BioMed Central Ltd,['17524458'],"<a href=""https://www.scimagojr.com/journalsearch.php?q=19700166518&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=19700166518"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
JournalofBusinessFinanceandAccounting,Journal of Business Finance and Accounting,journal,1.283,Q1,163,https://www.scimagojr.com/journalsearch.php?q=100147313&tip=sid&clean=0,"[{'Business, Management and Accounting': ['Accounting', 'Business, Management and Accounting (miscellaneous)']}, {'Economics, Econometrics and Finance': ['Finance']}]",Wiley-Blackwell Publishing Ltd,"['0306686X', '14685957']","<a href=""https://www.scimagojr.com/journalsearch.php?q=100147313&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=100147313"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
WindEnergyScience,Wind Energy Science,journal,1.283,Q1,318,https://www.scimagojr.com/journalsearch.php?q=21100923896&tip=sid&clean=0,"[{'Energy': ['Energy Engineering and Power Technology', 'Renewable Energy, Sustainability and the Environment']}]",Copernicus GmbH,"['23667443', '23667451']","<a href=""https://www.scimagojr.com/journalsearch.php?q=21100923896&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100923896"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
SafetyScience,Safety Science,journal,1.282,Q1,1146,https://www.scimagojr.com/journalsearch.php?q=12332&tip=sid&clean=0,"[{'Engineering': ['Safety, Risk, Reliability and Quality']}, {'Medicine': ['Public Health, Environmental and Occupational Health']}, {'Social Sciences': ['Safety Research']}]",Elsevier B.V.,"['09257535', '18791042']","<a href=""https://www.scimagojr.com/journalsearch.php?q=12332&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=12332"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
SubstanceAbuse,Substance Abuse,journal,1.282,Q1,351,https://www.scimagojr.com/journalsearch.php?q=21944&tip=sid&clean=0,"[{'Medicine': ['Medicine (miscellaneous)', 'Psychiatry and Mental Health']}]",Sage Publications,"['08897077', '15470164']","<a href=""https://www.scimagojr.com/journalsearch.php?q=21944&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21944"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
JPhysPhotonics,JPhys Photonics,journal,1.281,Q1,223,https://www.scimagojr.com/journalsearch.php?q=21101023178&tip=sid&clean=0,"[{'Engineering': ['Electrical and Electronic Engineering']}, {'Materials Science': ['Electronic, Optical and Magnetic Materials']}, {'Physics and Astronomy': ['Atomic and Molecular Physics, and Optics']}]",IOP Publishing Ltd.,['25157647'],"<a href=""https://www.scimagojr.com/journalsearch.php?q=21101023178&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101023178"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
TribologyInternational,Tribology International,journal,1.281,Q1,1732,https://www.scimagojr.com/journalsearch.php?q=22116&tip=sid&clean=0,"[{'Engineering': ['Mechanical Engineering', 'Mechanics of Materials']}, {'Materials Science': ['Surfaces, Coatings and Films']}, {'Physics and Astronomy': ['Surfaces and Interfaces']}]",Elsevier Inc.,['0301679X'],"<a href=""https://www.scimagojr.com/journalsearch.php?q=22116&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=22116"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Maturitas,Maturitas,journal,1.28,Q1,376,https://www.scimagojr.com/journalsearch.php?q=27660&tip=sid&clean=0,"[{'Biochemistry, Genetics and Molecular Biology': ['Biochemistry, Genetics and Molecular Biology (miscellaneous)']}, {'Medicine': ['Obstetrics and Gynecology']}]",Elsevier Ireland Ltd,"['03785122', '18734111']","<a href=""https://www.scimagojr.com/journalsearch.php?q=27660&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=27660"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
AcademicEmergencyMedicine,Academic Emergency Medicine,journal,1.279,Q1,412,https://www.scimagojr.com/journalsearch.php?q=15185&tip=sid&clean=0,"[{'Medicine': ['Emergency Medicine', 'Medicine (miscellaneous)']}]",Wiley-Blackwell,"['10696563', '15532712']","<a href=""https://www.scimagojr.com/journalsearch.php?q=15185&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=15185"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
ConflictandHealth,Conflict and Health,journal,1.279,Q1,224,https://www.scimagojr.com/journalsearch.php?q=19900191754&tip=sid&clean=0,"[{'Medicine': ['Public Health, Environmental and Occupational Health']}, {'Social Sciences': ['Health (social science)']}]",BioMed Central Ltd,['17521505'],"<a href=""https://www.scimagojr.com/journalsearch.php?q=19900191754&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=19900191754"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
ContactLensandAnteriorEye,Contact Lens and Anterior Eye,journal,1.279,Q1,284,https://www.scimagojr.com/journalsearch.php?q=13795&tip=sid&clean=0,"[{'Health Professions': ['Optometry']}, {'Medicine': ['Medicine (miscellaneous)', 'Ophthalmology']}]",Elsevier B.V.,"['13670484', '14765411']","<a href=""https://www.scimagojr.com/journalsearch.php?q=13795&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=13795"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
NursingEthics,Nursing Ethics,journal,1.279,Q1,358,https://www.scimagojr.com/journalsearch.php?q=28836&tip=sid&clean=0,"[{'Nursing': ['Issues, Ethics and Legal Aspects']}]",SAGE Publications Ltd,"['09697330', '14770989']","<a href=""https://www.scimagojr.com/journalsearch.php?q=28836&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=28836"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
RenewableandSustainableEnergyTransition,Renewable and Sustainable Energy Transition,journal,1.279,Q1,38,https://www.scimagojr.com/journalsearch.php?q=21101112765&tip=sid&clean=0,"[{'Energy': ['Renewable Energy, Sustainability and the Environment']}]",Elsevier Ltd,['2667095X'],"<a href=""https://www.scimagojr.com/journalsearch.php?q=21101112765&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101112765"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
ActaOrthopaedica,Acta Orthopaedica,journal,1.278,Q1,397,https://www.scimagojr.com/journalsearch.php?q=144804&tip=sid&clean=0,"[{'Medicine': ['Medicine (miscellaneous)', 'Orthopedics and Sports Medicine', 'Surgery']}]",Medical Journals Sweden AB,"['17453674', '17453682']","<a href=""https://www.scimagojr.com/journalsearch.php?q=144804&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=144804"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
JournalofWaterProcessEngineering,Journal of Water Process Engineering,journal,1.278,Q1,2257,https://www.scimagojr.com/journalsearch.php?q=21100324365&tip=sid&clean=0,"[{'Biochemistry, Genetics and Molecular Biology': ['Biotechnology']}, {'Chemical Engineering': ['Process Chemistry and Technology']}, {'Engineering': ['Safety, Risk, Reliability and Quality']}, {'Environmental Science': ['Waste Management and Disposal', 'Water Science and Technology']}]",Elsevier Ltd,['22147144'],"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100324365&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100324365"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
LupusScienceandMedicine,Lupus Science and Medicine,journal,1.278,Q1,201,https://www.scimagojr.com/journalsearch.php?q=21100428281&tip=sid&clean=0,"[{'Immunology and Microbiology': ['Immunology']}, {'Medicine': ['Medicine (miscellaneous)', 'Rheumatology']}]",BMJ Publishing Group,['20538790'],"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100428281&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100428281"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
"NonlinearAnalysis,Theory,MethodsandApplications","Nonlinear Analysis, Theory, Methods and Applications",journal,1.278,Q1,790,https://www.scimagojr.com/journalsearch.php?q=13249&tip=sid&clean=0,"[{'Mathematics': ['Analysis', 'Applied Mathematics']}]",Elsevier Ltd,['0362546X'],"<a href=""https://www.scimagojr.com/journalsearch.php?q=13249&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=13249"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
TunisianJournalofMathematics,Tunisian Journal of Mathematics,journal,1.278,Q1,63,https://www.scimagojr.com/journalsearch.php?q=21101040699&tip=sid&clean=0,[{'Mathematics': ['Mathematics (miscellaneous)']}],Mathematical Sciences Publishers,"['25767658', '25767666']","<a href=""https://www.scimagojr.com/journalsearch.php?q=21101040699&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101040699"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
FungalSystematicsandEvolution,Fungal Systematics and Evolution,journal,1.277,Q1,71,https://www.scimagojr.com/journalsearch.php?q=21101048538&tip=sid&clean=0,"[{'Agricultural and Biological Sciences': ['Agricultural and Biological Sciences (miscellaneous)', 'Ecology, Evolution, Behavior and Systematics']}, {'Biochemistry, Genetics and Molecular Biology': ['Biochemistry, Genetics and Molecular Biology (miscellaneous)']}, {'Immunology and Microbiology': ['Microbiology']}]",Westerdijk Fungal Biodiversity Institute,"['25893823', '25893831']","<a href=""https://www.scimagojr.com/journalsearch.php?q=21101048538&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101048538"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
MultifunctionalMaterials,Multifunctional Materials,journal,1.277,Q1,47,https://www.scimagojr.com/journalsearch.php?q=21101023181&tip=sid&clean=0,"[{'Materials Science': ['Biomaterials', 'Materials Science (miscellaneous)', 'Surfaces, Coatings and Films']}]",IOP Publishing Ltd.,['23997532'],"<a href=""https://www.scimagojr.com/journalsearch.php?q=21101023181&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101023181"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
PhytotherapyResearch,Phytotherapy Research,journal,1.277,Q1,991,https://www.scimagojr.com/journalsearch.php?q=16573&tip=sid&clean=0,"[{'Pharmacology, Toxicology and Pharmaceutics': ['Pharmacology']}]",John Wiley and Sons Ltd,"['0951418X', '10991573']","<a href=""https://www.scimagojr.com/journalsearch.php?q=16573&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=16573"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Biologics:TargetsandTherapy,Biologics: Targets and Therapy,journal,1.276,Q1,70,https://www.scimagojr.com/journalsearch.php?q=17600155056&tip=sid&clean=0,"[{'Medicine': ['Gastroenterology', 'Immunology and Allergy', 'Oncology', 'Pharmacology (medical)', 'Rheumatology']}]",Dove Medical Press Ltd.,"['11775475', '11775491']","<a href=""https://www.scimagojr.com/journalsearch.php?q=17600155056&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=17600155056"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
EchoResearchandPractice,Echo Research and Practice,journal,1.276,Q1,39,https://www.scimagojr.com/journalsearch.php?q=21100823212&tip=sid&clean=0,"[{'Health Professions': ['Radiological and Ultrasound Technology']}, {'Medicine': ['Radiology, Nuclear Medicine and Imaging']}, {'Nursing': ['Advanced and Specialized Nursing']}]",BioMed Central Ltd,['20550464'],"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100823212&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100823212"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
HealthandPlace,Health and Place,journal,1.276,Q1,531,https://www.scimagojr.com/journalsearch.php?q=29102&tip=sid&clean=0,"[{'Medicine': ['Public Health, Environmental and Occupational Health']}, {'Social Sciences': ['Geography, Planning and Development', 'Health (social science)', 'Life-span and Life-course Studies', 'Sociology and Political Science']}]",Elsevier Ltd,"['13538292', '18732054']","<a href=""https://www.scimagojr.com/journalsearch.php?q=29102&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=29102"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
ManagementAccountingResearch,Management Accounting Research,journal,1.276,Q1,49,https://www.scimagojr.com/journalsearch.php?q=12277&tip=sid&clean=0,"[{'Business, Management and Accounting': ['Accounting']}, {'Decision Sciences': ['Information Systems and Management']}, {'Economics, Econometrics and Finance': ['Finance']}]",Academic Press,"['10445005', '10961224']","<a href=""https://www.scimagojr.com/journalsearch.php?q=12277&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=12277"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
SolidEarth,Solid Earth,journal,1.276,Q1,334,https://www.scimagojr.com/journalsearch.php?q=19900191969&tip=sid&clean=0,"[{'Agricultural and Biological Sciences': ['Soil Science']}, {'Earth and Planetary Sciences': ['Earth-Surface Processes', 'Geochemistry and Petrology', 'Geology', 'Geophysics', 'Paleontology', 'Stratigraphy']}]",Copernicus Gesellschaft mbH,"['18699510', '18699529']","<a href=""https://www.scimagojr.com/journalsearch.php?q=19900191969&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=19900191969"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
SeminarsinHematology,Seminars in Hematology,journal,1.275,Q1,81,https://www.scimagojr.com/journalsearch.php?q=26071&tip=sid&clean=0,[{'Medicine': ['Hematology']}],W.B. Saunders,"['00371963', '15328686']","<a href=""https://www.scimagojr.com/journalsearch.php?q=26071&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=26071"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Sociology,Sociology,journal,1.275,Q1,196,https://www.scimagojr.com/journalsearch.php?q=18130&tip=sid&clean=0,[{'Social Sciences': ['Sociology and Political Science']}],SAGE Publications Ltd,"['00380385', '14698684']","<a href=""https://www.scimagojr.com/journalsearch.php?q=18130&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=18130"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
AestheticSurgeryJournal,Aesthetic Surgery Journal,journal,1.274,Q1,706,https://www.scimagojr.com/journalsearch.php?q=20417&tip=sid&clean=0,"[{'Medicine': ['Medicine (miscellaneous)', 'Surgery']}]",Oxford University Press,"['1090820X', '1527330X']","<a href=""https://www.scimagojr.com/journalsearch.php?q=20417&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=20417"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
ComputersandStructures,Computers and Structures,journal,1.274,Q1,407,https://www.scimagojr.com/journalsearch.php?q=18171&tip=sid&clean=0,"[{'Computer Science': ['Computer Science Applications']}, {'Engineering': ['Civil and Structural Engineering', 'Mechanical Engineering']}, {'Materials Science': ['Materials Science (miscellaneous)']}, {'Mathematics': ['Modeling and Simulation']}]",Elsevier Ltd,['00457949'],"<a href=""https://www.scimagojr.com/journalsearch.php?q=18171&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=18171"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
InternationalJournalofMultilingualism,International Journal of Multilingualism,journal,1.274,Q1,131,https://www.scimagojr.com/journalsearch.php?q=5800207756&tip=sid&clean=0,[{'Social Sciences': ['Linguistics and Language']}],Routledge,['14790718'],"<a href=""https://www.scimagojr.com/journalsearch.php?q=5800207756&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=5800207756"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
AmericanNaturalist,American Naturalist,journal,1.273,Q1,442,https://www.scimagojr.com/journalsearch.php?q=12604&tip=sid&clean=0,"[{'Agricultural and Biological Sciences': ['Ecology, Evolution, Behavior and Systematics']}]",University of Chicago,"['00030147', '15375323']","<a href=""https://www.scimagojr.com/journalsearch.php?q=12604&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=12604"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
EmergingContaminants,Emerging Contaminants,journal,1.273,Q1,103,https://www.scimagojr.com/journalsearch.php?q=21100819608&tip=sid&clean=0,"[{'Environmental Science': ['Health, Toxicology and Mutagenesis']}, {'Medicine': ['Public Health, Environmental and Occupational Health']}, {'Pharmacology, Toxicology and Pharmaceutics': ['Toxicology']}]",KeAi Communications Co.,"['24056642', '24056650']","<a href=""https://www.scimagojr.com/journalsearch.php?q=21100819608&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100819608"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
FungalBiologyReviews,Fungal Biology Reviews,journal,1.273,Q1,69,https://www.scimagojr.com/journalsearch.php?q=6300153114&tip=sid&clean=0,"[{'Agricultural and Biological Sciences': ['Plant Science']}, {'Immunology and Microbiology': ['Microbiology']}]",Elsevier B.V.,['17494613'],"<a href=""https://www.scimagojr.com/journalsearch.php?q=6300153114&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=6300153114"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
InternationalJournalofNanomedicine,International Journal of Nanomedicine,journal,1.273,Q1,1554,https://www.scimagojr.com/journalsearch.php?q=7700153108&tip=sid&clean=0,"[{'Biochemistry, Genetics and Molecular Biology': ['Biophysics']}, {'Chemical Engineering': ['Bioengineering']}, {'Chemistry': ['Organic Chemistry']}, {'Materials Science': ['Biomaterials', 'Nanoscience and Nanotechnology']}, {'Medicine': ['Medicine (miscellaneous)']}, {'Pharmacology, Toxicology and Pharmaceutics': ['Drug Discovery', 'Pharmaceutical Science']}]",Dove Medical Press Ltd.,"['11769114', '11782013']","<a href=""https://www.scimagojr.com/journalsearch.php?q=7700153108&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=7700153108"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
JournalofEuropeanSocialPolicy,Journal of European Social Policy,journal,1.273,Q1,123,https://www.scimagojr.com/journalsearch.php?q=26350&tip=sid&clean=0,"[{'Environmental Science': ['Management, Monitoring, Policy and Law']}, {'Social Sciences': ['Social Sciences (miscellaneous)']}]",SAGE Publications Ltd,"['09589287', '14617269']","<a href=""https://www.scimagojr.com/journalsearch.php?q=26350&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=26350"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
"Medicalsciences(Basel,Switzerland)","Medical sciences (Basel, Switzerland)",journal,1.273,Q1,167,https://www.scimagojr.com/journalsearch.php?q=21101133300&tip=sid&clean=0,[{'Medicine': ['Medicine (miscellaneous)']}],NLM (Medline),['20763271'],"<a href=""https://www.scimagojr.com/journalsearch.php?q=21101133300&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101133300"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Patient,Patient,journal,1.273,Q1,171,https://www.scimagojr.com/journalsearch.php?q=19700174999&tip=sid&clean=0,[{'Nursing': ['Nursing (miscellaneous)']}],Springer Science + Business Media,"['11781653', '11781661']","<a href=""https://www.scimagojr.com/journalsearch.php?q=19700174999&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=19700174999"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
PhysicalEducationandSportPedagogy,Physical Education and Sport Pedagogy,journal,1.273,Q1,172,https://www.scimagojr.com/journalsearch.php?q=19700187632&tip=sid&clean=0,"[{'Health Professions': ['Physical Therapy, Sports Therapy and Rehabilitation', 'Sports Science']}, {'Medicine': ['Orthopedics and Sports Medicine']}, {'Social Sciences': ['Education']}]",Taylor and Francis Ltd.,"['17408989', '17425786']","<a href=""https://www.scimagojr.com/journalsearch.php?q=19700187632&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=19700187632"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
IndianaUniversityMathematicsJournal,Indiana University Mathematics Journal,journal,1.272,Q1,237,https://www.scimagojr.com/journalsearch.php?q=23194&tip=sid&clean=0,[{'Mathematics': ['Mathematics (miscellaneous)']}],Indiana University,['00222518'],"<a href=""https://www.scimagojr.com/journalsearch.php?q=23194&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=23194"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Infection,Infection,journal,1.272,Q1,415,https://www.scimagojr.com/journalsearch.php?q=14676&tip=sid&clean=0,"[{'Medicine': ['Infectious Diseases', 'Medicine (miscellaneous)', 'Microbiology (medical)']}]",Urban und Vogel,"['03008126', '14390973']","<a href=""https://www.scimagojr.com/journalsearch.php?q=14676&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=14676"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
